0,38140.0
0,17163.0
1,274608.0
1,184979.0
2,82001.0
2,133490.0
3,173537.0
3,135397.0
4,160188.0
4,162095.0
5,158281.0
5,154467.0
6,183072.0
6,169723.0
7,48790.0
7,46410.0
8,55303.0
9,158281.0
9,137304.0
10,175444.0
10,211677.0
11,232654.0
11,188793.0
12,175444.0
12,184979.0
13,72590.0
13,131583.0
14,200235.0
14,167816.0
15,192607.0
15,184979.0
16,169723.0
16,171630.0
17,240282.0
17,181165.0
18,209770.0
18,190700.0
19,179258.0
19,118234.0
20,173537.0
20,169723.0
21,167816.0
21,169723.0
22,143025.0
22,160188.0
23,165909.0
23,129676.0
24,87360.0
24,91536.0
25,127769.0
25,141118.0
26,127769.0
26,99164.0
27,165909.0
27,160188.0
28,148746.0
28,158281.0
29,146839.0
29,139211.0
30,162095.0
30,120141.0
31,169723.0
31,151536.0
32,183072.0
32,164002.0
33,175444.0
33,179258.0
34,179258.0
34,131583.0
35,154467.0
35,154467.0
36,151536.0
36,150336.0
37,179258.0
37,102978.0
38,148746.0
38,167816.0
39,146839.0
39,152560.0
40,167816.0
40,196421.0
41,246003.0
41,83908.0
42,30512.0
42,43861.0
43,59117.0
43,41650.0
44,62931.0
44,64838.0
45,348981.0
45,236468.0
46,169723.0
46,205956.0
47,104885.0
47,144932.0
48,179258.0
48,106792.0
49,133490.0
49,141118.0
50,125862.0
50,133490.0
51,57728.0
51,71400.0
52,141118.0
52,123955.0
53,104885.0
53,131583.0
54,167816.0
54,133490.0
55,89250.0
55,137304.0
56,120868.0
56,175444.0
57,82360.0
57,171630.0
58,165909.0
58,123955.0
59,108699.0
59,141118.0
60,141118.0
60,150653.0
61,118872.0
61,135397.0
62,129676.0
62,144932.0
63,122048.0
63,158281.0
64,167816.0
64,129676.0
65,74373.0
65,87722.0
66,101071.0
66,82360.0
67,32419.0
67,91536.0
68,83908.0
68,120141.0
69,118234.0
69,73780.0
70,129676.0
70,129676.0
71,70749.0
71,48790.0
72,133490.0
72,99164.0
73,162095.0
73,120141.0
74,123955.0
74,127769.0
75,146839.0
76,101071.0
76,106792.0
77,135397.0
77,89957.0
78,113919.0
78,83908.0
79,97580.0
79,141118.0
80,123955.0
80,90805.0
81,118234.0
81,106792.0
82,108699.0
82,118234.0
83,223119.0
83,303213.0
84,381400.0
84,440517.0
85,381400.0
85,274608.0
86,167816.0
86,190700.0
87,183072.0
87,226933.0
88,85680.0
88,78187.0
89,123955.0
89,80094.0
90,148746.0
90,261259.0
91,276515.0
91,272701.0
92,265073.0
92,314655.0
93,184338.0
93,30512.0
94,85815.0
94,118234.0
95,192607.0
95,265073.0
96,196421.0
96,49582.0
97,102978.0
